Office,,7373 W. Emerald Street,1,Boise,,ID,83704,4 680 SF,4 680 SF,West Bench,Medical Office,,$1.08 /SF/Mo,4 680 SF,,Thornton Oliver Keller Commercial Real Estate,18518847,Now
Industrial,,132-134 N. Cloverdale Road,134,Boise,,ID,83713,6 000 SF,3 000 SF,West Bench,Manufacturing,,$0.55 /SF/Mo,3 000 SF,,Thornton Oliver Keller Commercial Real Estate,19375192,Now
Office,,4489 N. Dresden Place,Space 1,Garden City,,ID,83714,3 447 SF,1 835 SF,West Bench,Office Building,A,$1 /SF/Mo,,,Sherry Schoen,19356156,Now
Industrial,,11915 W. Executive Drive,C,Boise,,ID,83713,20 000 SF,5 000 SF,West Bench,Manufacturing,,$0.48 /SF/Mo,5 000 SF,,Thornton Oliver Keller Commercial Real Estate,19229240,Now
Industrial,,11915 W. Executive Drive,A,Boise,,ID,83713,20 000 SF,10 000 SF,West Bench,Manufacturing,,$0.48 /SF/Mo,10 000 SF,,Thornton Oliver Keller Commercial Real Estate,19229240,Now
Industrial,,300 Maple Grove Road,278,Boise,,ID,83704,27 726 SF,1 879 SF,West Bench,Warehouse,,$0.45 /SF/Mo,1 879 SF,,The Sundance Company,19352914,Now
Retail,,5200 W Fairview Ave,5256,Boise,,ID,83706,,3 000 SF,West Bench,Specialty Center,,$0.83 /SF/Mo,1 500 SF,,Steve Fredriksen,19041015,
Retail,,5200 W Fairview Ave,5256,Boise,,ID,83706,,3 000 SF,West Bench,Specialty Center,,$0.83 /SF/Mo,,,Steve Fredriksen,19041015,Now
Retail,,5200 W Fairview Ave,5254,Boise,,ID,83706,,300 SF,West Bench,Specialty Center,,$0.83 - $33.33 /SF/Mo,,,Steve Fredriksen,19041015,
Office,,1166 N Cole Road,C,Boise,,ID,83704,7 439 SF,1 500 SF,West Bench,Office Building,A,$1 /SF/Mo,,,Scott Feighner,19333373,Now
Retail,,3330 E. Louise Drive,Space 1,Meridian,,ID,83642,20 475 SF,1 262 SF,West Bench,Retail Pad,,$1.83 /SF/Mo,,,Mike Christensen,19331429,Now
Retail,,3330 E. Louise Drive,Space 2,Meridian,,ID,83642,20 475 SF,2 528 SF,West Bench,Retail Pad,,$1.83 /SF/Mo,,,Mike Christensen,19331429,Now
Retail,,3330 E. Louise Drive,Space 3,Meridian,,ID,83642,20 475 SF,2 491 SF,West Bench,Retail Pad,,$1.83 /SF/Mo,,,Mike Christensen,19331429,Now
Office,,9465 West Emerald,Suite 260,Boise,,ID,83704,39 143 SF,6 000 SF,West Bench,Office Building,A,$1.42 /SF/Mo,27 649 SF,,DJ Thompson,19321234,Now
Office,,9465 West Emerald,Suite 140,Boise,,ID,83704,39 143 SF,6 247 SF,West Bench,Office Building,A,$0.75 - $1.42 /SF/Mo,27 649 SF,,DJ Thompson,19321234,Now
Office,,9465 West Emerald,Suite 101,Boise,,ID,83704,39 143 SF,2 400 SF,West Bench,Office Building,A,$0.75 - $1.42 /SF/Mo,27 649 SF,,DJ Thompson,19321234,Now
Office,,9465 West Emerald,Suite 200,Boise,,ID,83704,39 143 SF,8 955 SF,West Bench,Office Building,A,$0.75 - $1.42 /SF/Mo,27 649 SF,,DJ Thompson,19321234,Now
Office,,9465 West Emerald,Suite 160,Boise,,ID,83704,39 143 SF,6 447 SF,West Bench,Office Building,A,$0.75 - $1.42 /SF/Mo,27 649 SF,,DJ Thompson,19321234,Now
Office,,7451 Iron Drive,Space 1,Boise,,ID,83704,1 100 SF,1 100 SF,West Bench,Office Building,,Negotiable,,,rick head,19321115,Now
Office,,1895 N Wildwood Avenue,Suite 1895  Unit 20,Boise,,ID,83713,2 836 SF,1 700 SF,West Bench,Office Building,A,$0.71 - $100 /SF/Mo,1 700 SF,,Scott Feighner,19286545,Now
Office,,8756 Emerald St.,136,Boise,,ID,83704,15 079 SF,2 107 SF,West Bench,Office Building,B,$0.88 /SF/Mo,,,Matt Mahoney,19281952,Now
Office,,8756 Emerald St.,156,Boise,,ID,83704,15 079 SF,8 275 SF,West Bench,Office Building,B,$0.88 /SF/Mo,,,Matt Mahoney,19281952,Now
Retail,,10697 West Ustick,Space 1,Boise,,ID,83713,6 232 SF,1 320 SF,West Bench,Restaurant,,$1.33 /SF/Mo,,,Mike Christensen,18166076,
Retail,,10697 West Ustick,2,Boise,,ID,83713,6 232 SF,1 110 SF,West Bench,Restaurant,,$1.33 /SF/Mo,,,Mike Christensen,18166076,
Office,,4700 North Cloverdale Road,Suite 211,Boise,,ID,83713,10 864 SF,190 SF,West Bench,Medical Office,B,$2.11 - $33.33 /SF/Mo,190 SF,,Jennifer McEntee,18940866,
Office,,4700 North Cloverdale Road,Suite 102,Boise,,ID,83713,10 864 SF,786 SF,West Bench,Medical Office,B,$1.65 - $108.33 /SF/Mo,786 SF,,Jennifer McEntee,18940866,
Office,,7280 Ustick,Space 1,Boise,,ID,83704,4 647 SF,4 125 SF,West Bench,Office Building,B,$1.04 /SF/Mo,4 125 SF,,Nancy K. Lemas,18125804,Now
Office,,7280 Ustick,105,Boise,,ID,83704,4 647 SF,155 SF,West Bench,Office Building,B,$1.04 - $37.83 /SF/Mo,4 125 SF,,Nancy K. Lemas,18125804,Now
Retail,,10200-10547 W Fairview Ave,201,Boise,,ID,83704,100 000 SF,1 115 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,202,Boise,,ID,83704,100 000 SF,1 468 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,203,Boise,,ID,83704,100 000 SF,1 271 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,204,Boise,,ID,83704,100 000 SF,1 513 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,205,Boise,,ID,83704,100 000 SF,1 160 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,10458,Boise,,ID,83704,100 000 SF,4 754 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,10470,Boise,,ID,83704,100 000 SF,2 308 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,10378,Boise,,ID,83704,100 000 SF,1 008 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,10542,Boise,,ID,83704,100 000 SF,1 320 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,10504,Boise,,ID,83704,100 000 SF,881 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,10390A,Boise,,ID,83704,100 000 SF,1 228 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,10360,Boise,,ID,83704,100 000 SF,1 050 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Retail,,10200-10547 W Fairview Ave,10460,Boise,,ID,83704,100 000 SF,2 480 SF,West Bench,Retail (Other),,$0.83 /SF/Mo,,,Mike Christensen,16324441,
Industrial,,3707 E. Pine Ave,Space 1,Meridian,,ID,83642,10 400 SF,10 400 SF,West Bench,Warehouse,,$0.45 /SF/Mo,,,Bryant Jones,19246674,Now
Office,,6154 N. Meeker  ste 150,Space 1,Boise,,ID,83713,25 000 SF,2 459 SF,West Bench,Office Building,A,$1.08 /SF/Mo,2 459 SF,,CBC Advisors Commercial,19245499,Now
Office,,1835 N. Wildwood Street,Space 1,Boise,,ID,83713,564 SF,564 SF,West Bench,Office Building,,$1.06 - $50 /SF/Mo,564 SF,,Tim Graver,19225882,Now
Industrial,,11343 W President Drive,Space 1,Boise,,ID,83713,28 350 SF,28 350 SF,West Bench,Distribution Warehouse,,$0.38 /SF/Mo,,,Ron Ramza,19205606,Now
Retail,BRC Plaza,12375 Chinden Blvd.,B,Boise,,ID,83713,12 360 SF,1 156 SF,West Bench,Retail (Other),,$1 /SF/Mo,1 156 SF,,Thornton Oliver Keller Commercial Real Estate,19185157,Now
Office,Emerald Business Center C,8030 W Emerald Street,185,Boise,,ID,83704,1 665 SF,1 665 SF,West Bench,Office Building,,$1.17 /SF/Mo,1 665 SF,,Thornton Oliver Keller Commercial Real Estate,19185152,Now
Retail,Linda Vista Plaza,6431 - 6493 W Fairview Ave,6437,Boise,,ID,83704,20 500 SF,1 340 SF,West Bench,Retail (Other),,$0.97 /SF/Mo,1 340 SF,,Dan Hardee,19157070,Now
Retail,Linda Vista Plaza,6431 - 6493 W Fairview Ave,6469,Boise,,ID,83704,20 500 SF,1 800 SF,West Bench,Retail (Other),,$1 /SF/Mo,1 800 SF,,Dan Hardee,19157070,Now
Retail,Linda Vista Plaza,6431 - 6493 W Fairview Ave,6477,Boise,,ID,83704,20 500 SF,2 000 SF,West Bench,Retail (Other),,$0.92 /SF/Mo,2 000 SF,,Dan Hardee,19157070,Now
Office,Creeks Edge Business Park 1,4481 N. Dresden Place,300,Boise,,ID,83703,3 650 SF,1 350 SF,West Bench,Office Building,,$1 /SF/Mo,1 350 SF,,Thornton Oliver Keller Commercial Real Estate,19131450,Now
Office,Professional Office Lease,8050 W. Rifleman Street,Suite 100,Boise,,ID,83704,13 000 SF,7 783 SF,West Bench,Office Building,A,$1.25 /SF/Mo,,,Arthur Berry,19136871,Now
Office,Professional Office Lease,8050 W. Rifleman Street,Suite 200,Boise,,ID,83704,13 000 SF,2 044 SF,West Bench,Office Building,A,$1.25 - $1.29 /SF/Mo,,,Arthur Berry,19136871,Now
Industrial,Warehouse & Office / Showroom For Lease,11613 West Executive Drive,Available,Boise,,ID,83713,30 000 SF,10 320 SF,West Bench,Office Showroom,,$0.55 - $473 /SF/Mo,10 320 SF,,Bryan Oliver,19124438,Now
Industrial,Industrial Warehouse Space For Lease,11520 West Executive Drive,Available,Boise,,ID,83713,61 600 SF,7 000 SF,West Bench,Warehouse,,$0.45 - $262.50 /SF/Mo,7 000 SF,,Bryan Oliver,19124378,Now
Office,Office  Medical  Religious  Educational Space,1200 North Liberty Street,Available,Boise,,ID,83704,20 000 SF,9 432 SF,West Bench,Office Building,B,Negotiable,9 432 SF,,Shelley Wallace,19115887,Now
Retail,Library Plaza,3139 N. Cole Road,Space 1,Boise,,ID,83704,10 126 SF,1 360 SF,West Bench,Retail (Other),,$1.38 /SF/Mo,1 360 SF,,Debbie Martin  SIOR,19104775,Now
Office,North Cole Road Office Space,2130 - 2136 N Cole Rd,2137,Boise,,ID,83704,7 710 SF,2 021 SF,West Bench,Medical Office,C,$0.50 /SF/Mo,2 021 SF,,David Bohecker,16897975,Now
Office,North Cole Road Office Space,2130 - 2136 N Cole Rd,2146,Boise,,ID,83704,7 710 SF,1 411 SF,West Bench,Medical Office,C,$0.50 /SF/Mo,1 411 SF,,David Bohecker,16897975,Now
Office,North Cole Road Office Space,2130 - 2136 N Cole Rd,2142,Boise,,ID,83704,7 710 SF,805 SF,West Bench,Medical Office,C,$0.50 /SF/Mo,805 SF,,David Bohecker,16897975,Now
Retail,Emerald Retail Space,7855 W. Emerald Street,1,Boise,,ID,83704,,900 SF,West Bench,Strip Center,,$0.88 /SF/Mo,7 500 SF,,Mike Erkmann,19096891,Now
Retail,Emerald Retail Space,7855 W. Emerald Street,2,Boise,,ID,83704,,1 800 SF,West Bench,Strip Center,,$0.88 /SF/Mo,7 500 SF,,Mike Erkmann,19096891,Now
Retail,Emerald Retail Space,7855 W. Emerald Street,2,Boise,,ID,83704,,4 800 SF,West Bench,Strip Center,,$0.88 /SF/Mo,7 500 SF,,Mike Erkmann,19096891,Now
Industrial,397 N. Steelhead Way,397 N. Steelhead Way,Space 1,Boise,,ID,83704,31 500 SF,7 875 SF,West Bench,Warehouse,,$0.45 /SF/Mo,,,Steve Foster,19081706,Now
Industrial,627 N Dupont,627 N Dupont,Space 1,Boise,,ID,83713,22 500 SF,11 250 SF,West Bench,Warehouse,,Negotiable,,,Ron Van Auker,19075034,Now
Office,1110-1114 N Cole Rd,1110-1114 N Cole Rd,1112B,Boise,,ID,83704,4 068 SF,200 SF,West Bench,Office Building,B,$1.13 - $18.75 /SF/Mo,200 SF,,Lawrence Ross,19070321,Now
Retail,Meridian Crossroads,3355 East Fairview Avenue,120,Meridian,,ID,83642,731 722 SF,1 254 SF,West Bench,Retail (Other),,Negotiable,1 254 SF,,Austin Tillack,18546927,
Retail,Meridian Crossroads,3355 East Fairview Avenue,330,Meridian,,ID,83642,731 722 SF,30 624 SF,West Bench,Retail (Other),,Negotiable,30 624 SF,,Austin Tillack,18546927,
Retail,Meridian Crossroads,3355 East Fairview Avenue,340,Meridian,,ID,83642,731 722 SF,3 000 SF,West Bench,Retail (Other),,Negotiable,3 000 SF,,Austin Tillack,18546927,
Retail,Meridian Crossroads,3355 East Fairview Avenue,352,Meridian,,ID,83642,731 722 SF,3 000 SF,West Bench,Retail (Other),,Negotiable,3 000 SF,,Austin Tillack,18546927,
Retail,Meridian Crossroads,3355 East Fairview Avenue,100,Meridian,,ID,83642,731 722 SF,10 296 SF,West Bench,Retail (Other),,Negotiable,10 296 SF,,Austin Tillack,18546927,
Retail,Meridian Crossroads,3355 East Fairview Avenue,1P6B,Meridian,,ID,83642,731 722 SF,4 700 SF,West Bench,Retail (Other),,Negotiable,4 700 SF,,Austin Tillack,18546927,
Retail,Meridian Crossroads,3355 East Fairview Avenue,701,Meridian,,ID,83642,731 722 SF,1 200 SF,West Bench,Retail (Other),,Negotiable,1 200 SF,,Austin Tillack,18546927,
Retail,Meridian Crossroads,3355 East Fairview Avenue,704,Meridian,,ID,83642,731 722 SF,1 110 SF,West Bench,Retail (Other),,Negotiable,1 110 SF,,Austin Tillack,18546927,
Retail,Meridian Crossroads,3355 East Fairview Avenue,300,Meridian,,ID,83642,731 722 SF,10 795 SF,West Bench,Retail (Other),,Negotiable,10 795 SF,,Austin Tillack,18546927,
Retail,Meridian Crossroads,3355 East Fairview Avenue,1P10,Meridian,,ID,83642,731 722 SF,3 150 SF,West Bench,Retail (Other),,Negotiable,3 150 SF,,Austin Tillack,18546927,
Retail,Turn-Key Restaurant For Lease on Emerald,8053 West Emerald Street,8053 West Emerald,Boise,,ID,83704,33 300 SF,2 555 SF,West Bench,Restaurant,,$1.66 /SF/Mo,2 555 SF,,Shelley Wallace,19045222,Now
Retail,Shops on Emerald Retail Restaurant Space For Lease,8079 West Emerald Street,8071 West Emerald,Boise,,ID,83704,,1 406 SF,West Bench,Community Center,,$1.42 /SF/Mo,1 406 SF,,Shelley Wallace,19001182,
Retail,Shops on Emerald Retail Restaurant Space For Lease,8079 West Emerald Street,8075 West Emerald,Boise,,ID,83704,,1 720 SF,West Bench,Community Center,,$1.42 /SF/Mo,1 720 SF,,Shelley Wallace,19001182,
Retail,Shops on Emerald Retail Restaurant Space For Lease,8079 West Emerald Street,8053 West Emerald,Boise,,ID,83704,,2 555 SF,West Bench,Community Center,,$1.42 - $1.66 /SF/Mo,2 555 SF,,Shelley Wallace,19001182,
Retail,George's Cycles For Lease,10178 West Fairview Avenue,Space 1,Boise,,ID,83704,8 430 SF,8 430 SF,West Bench,Free Standing Bldg,,$0.83 /SF/Mo,8 430 SF,,Jay Story  CCIM,19039840,Now
Office,Potomac Office Space,7192 Potomac Drive,Space 1,Boise,,ID,83704,19 740 SF,3 468 SF,West Bench,Office Building,A,$0.88 /SF/Mo,7 094 SF,,Russ Fulcher,19018024,Now
Industrial,11849 W. Executive Drive,11849 W. Executive Drive,Space 1,Boise,,ID,83713,23 590 SF,16 713 SF,West Bench,Flex Space,,$0.49 /SF/Mo,15 800 SF,,Steve Foster,19007121,
Retail,Boise Towne Square Retail Space,104 - 130 N Milwaukee St,1,Boise,,ID,83704,40 000 SF,1 401 SF,West Bench,Retail (Other),,$2.08 /SF/Mo,2 603 SF,,Mike Erkmann,18601877,Now
Retail,Boise Towne Square Retail Space,104 - 130 N Milwaukee St,2,Boise,,ID,83704,40 000 SF,1 202 SF,West Bench,Retail (Other),,$2.08 /SF/Mo,2 603 SF,,Mike Erkmann,18601877,Now
Office,Cascade Plaza,8950 W Emerald Street,198,Boise,,ID,83704,26 955 SF,4 956 SF,West Bench,Office Building,B,Negotiable,,,Scott Feighner,18984101,Now
Office,Olympus Building - Sublease,6225 North Meeker Pl #200,200,Boise,,ID,83713,2 844 SF,2 844 SF,West Bench,Office Building,,$0.91 /SF/Mo,2 844 SF,,Thornton Oliver Keller Commercial Real Estate,18941166,Now
Office,7609 Emerald Street,7609 Emerald Street,Space 1,Boise,,ID,83705,3 184 SF,3 184 SF,West Bench,Office Building,A,$0.92 /SF/Mo,,,Clay Anderson,18937385,
Office,Westgate Plaza,1755 N. Westgate Drive,120,Boise,,ID,83704,43 374 SF,1 522 SF,West Bench,Office Building,,$1.06 /SF/Mo,1 522 SF,,Thornton Oliver Keller Commercial Real Estate,18335465,Now
Office,Westgate Plaza,1755 N. Westgate Drive,125,Boise,,ID,83704,43 374 SF,807 SF,West Bench,Office Building,,$0.99 - $1.06 /SF/Mo,807 SF,,Thornton Oliver Keller Commercial Real Estate,18335465,Now
Office,Westgate Plaza,1755 N. Westgate Drive,240,Boise,,ID,83704,43 374 SF,1 244 SF,West Bench,Office Building,,$0.99 - $1.06 /SF/Mo,1 244 SF,,Thornton Oliver Keller Commercial Real Estate,18335465,Now
Office,Westgate Plaza,1755 N. Westgate Drive,280,Boise,,ID,83704,43 374 SF,1 020 SF,West Bench,Office Building,,$0.99 - $1.06 /SF/Mo,1 020 SF,,Thornton Oliver Keller Commercial Real Estate,18335465,Now
Office,Westgate Plaza,1755 N. Westgate Drive,135,Boise,,ID,83704,43 374 SF,2 988 SF,West Bench,Office Building,,$0.99 - $1.06 /SF/Mo,2 988 SF,,Thornton Oliver Keller Commercial Real Estate,18335465,Now
Office,Westgate Plaza,1755 N. Westgate Drive,105,Boise,,ID,83704,43 374 SF,9 849 SF,West Bench,Office Building,,$0.99 - $1.06 /SF/Mo,9 849 SF,,Thornton Oliver Keller Commercial Real Estate,18335465,Now
Retail,Boise Plaza,7201 W. Fairview Avenue,102,Boise,,ID,83704,112 126 SF,1 500 SF,West Bench,Retail (Other),,$1.98 /SF/Mo,1 500 SF,,Thornton Oliver Keller Commercial Real Estate,18897086,Now
Retail,Boise Plaza,7201 W. Fairview Avenue,103,Boise,,ID,83704,112 126 SF,1 500 SF,West Bench,Retail (Other),,$1.98 /SF/Mo,1 500 SF,,Thornton Oliver Keller Commercial Real Estate,18897086,Now
Retail,Boise Plaza,7201 W. Fairview Avenue,104,Boise,,ID,83704,112 126 SF,1 500 SF,West Bench,Retail (Other),,$1.98 /SF/Mo,1 500 SF,,Thornton Oliver Keller Commercial Real Estate,18897086,Now
Retail,Boise Plaza,7201 W. Fairview Avenue,101,Boise,,ID,83704,112 126 SF,1 500 SF,West Bench,Retail (Other),,$1.98 /SF/Mo,1 500 SF,,Thornton Oliver Keller Commercial Real Estate,18897086,Now
Office,Fairview Tech Center (office),8740 Fairview Aveneue,8740,Boise,,ID,83704,69 514 SF,16 798 SF,West Bench,Office Building,B,$1.10 /SF/Mo,16 798 SF,,The Sundance Company,18223107,
Office,Fairview Tech Center (office),8740 Fairview Aveneue,8752,Boise,,ID,83704,69 514 SF,12 754 SF,West Bench,Office Building,B,$1.10 /SF/Mo,12 754 SF,,The Sundance Company,18223107,Now
Office,West Valley Business Center - Bldg E,9504-9522 Fairview Ave,9514 Fairview (suite 60),Boise,,ID,83704,11 983 SF,144 SF,West Bench,Office Building,,$1.74 - $20.83 /SF/Mo,144 SF,,The Sundance Company,17314864,
Office,West Valley Business Center - Bldg E,9504-9522 Fairview Ave,9522 Fairview Ave,Boise,,ID,83704,11 983 SF,2 121 SF,West Bench,Office Building,,$1 - $20.83 /SF/Mo,2 121 SF,,The Sundance Company,17314864,
Office,West Valley Business Center - Bldg E,9504-9522 Fairview Ave,9504 Fairview Ave,Boise,,ID,83704,11 983 SF,1 288 SF,West Bench,Office Building,,$1 - $20.83 /SF/Mo,1 288 SF,,The Sundance Company,17314864,
Retail,10150 Fairview,10150 W. Fairview Avenue,1,Boise,,ID,83704,3 183 SF,3 183 SF,West Bench,Free Standing Bldg,,$1 /SF/Mo,3 183 SF,,Thornton Oliver Keller Commercial Real Estate,18875782,Now
Retail,Maple Tree Plaza,3335-3387 Five Mile Road,3363,Boise,,ID,83704,71 076 SF,2 400 SF,West Bench,Retail (Other),,$1 /SF/Mo,2 400 SF,,Thornton Oliver Keller Commercial Real Estate,17705628,Now
Retail,Maple Tree Plaza,3335-3387 Five Mile Road,3387,Boise,,ID,83704,71 076 SF,3 600 SF,West Bench,Retail (Other),,$1 - $1.08 /SF/Mo,3 600 SF,,Thornton Oliver Keller Commercial Real Estate,17705628,Now
Retail,Maple Tree Plaza,3335-3387 Five Mile Road,3351,Boise,,ID,83704,71 076 SF,600 SF,West Bench,Retail (Other),,$1 - $1.08 /SF/Mo,600 SF,,Thornton Oliver Keller Commercial Real Estate,17705628,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,23,Meridian,,ID,83642,,8 000 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,25,Meridian,,ID,83642,,28 000 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,100,Meridian,,ID,83642,,10 269 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,120,Meridian,,ID,83642,,1 254 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,150,Meridian,,ID,83642,,3 421 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,300,Meridian,,ID,83642,,10 795 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,330,Meridian,,ID,83642,,30 624 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,340,Meridian,,ID,83642,,3 000 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,352,Meridian,,ID,83642,,3 000 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,701,Meridian,,ID,83642,,1 200 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,Meridian Crossroads,3355-4051 E Fairview Avenue,1P6B,Meridian,,ID,83642,,4 700 SF,West Bench,Community Center,,Negotiable,,,Mark Bottles,18856748,Now
Retail,7615 W Fairview Ave Suite B,7615 W Fairview Ave Suite B,Suite B,Boise,,ID,83704,,4 258 SF,West Bench,Strip Center,,$0.82 /SF/Mo,4 258 SF,,Sherry Schoen,18786014,Now
Office,The Solitude Building,6149 N Meeker,100,Boise,,ID,83713,22 784 SF,3 475 SF,West Bench,Office Building,A,$0.81 /SF/Mo,5 608 SF,,Scott Raeber,18778543,
Office,The Solitude Building,6149 N Meeker,150,Boise,,ID,83713,22 784 SF,3 010 SF,West Bench,Office Building,A,$0.81 /SF/Mo,,,Scott Raeber,18778543,
Office,Portico West,3277 E. Louise Dr.,3rd Floor,Meridian,,ID,83642,80 000 SF,1 947 SF,West Bench,Medical Office,A,$1.50 /SF/Mo,,,Mark Cleverley,18764535,Now
Office,Portico West,3277 E. Louise Dr.,3rd Floor,Meridian,,ID,83642,80 000 SF,1 587 SF,West Bench,Medical Office,A,$1.50 /SF/Mo,,,Mark Cleverley,18764535,Now
Retail,Eagle Road Sublease,2126 N. Eagle Road,Space 1,Meridian,,ID,83642,,1 645 SF,West Bench,Strip Center,,Negotiable,,,Tim Thornton,18723457,
Office,Cole Road Office Space,890 N Cole Rd,A,Boise,,ID,83704,5 546 SF,3 183 SF,West Bench,Office Building,B,$1 /SF/Mo,,,Ben Kneadler,17984340,Now
Office,Emerald Plaza 6901,6901 W. Emerald Street,201,Boise,,ID,83704,20 737 SF,1 375 SF,West Bench,Office Building,B,$0.83 /SF/Mo,2 410 SF,,Carl Beavers,18684902,
Office,Emerald Plaza 6901,6901 W. Emerald Street,202,Boise,,ID,83704,20 737 SF,1 000 SF,West Bench,Office Building,B,$0.83 /SF/Mo,1 000 SF,,Carl Beavers,18684902,
Office,Emerald Plaza 6901,6901 W. Emerald Street,203,Boise,,ID,83704,20 737 SF,958 SF,West Bench,Office Building,B,$0.83 /SF/Mo,958 SF,,Carl Beavers,18684902,
Office,Emerald Plaza 6901,6901 W. Emerald Street,204,Boise,,ID,83704,20 737 SF,1 035 SF,West Bench,Office Building,B,$0.83 /SF/Mo,2 410 SF,,Carl Beavers,18684902,
Office,Emerald Plaza 6901,6901 W. Emerald Street,206,Boise,,ID,83704,20 737 SF,883 SF,West Bench,Office Building,B,Negotiable,883 SF,,Carl Beavers,18684902,Now
Office,Portico Office Tower,3330 E. Louise Dr.,1st Floor,Meridian,,ID,83642,134 000 SF,13 829 SF,West Bench,Office Building,A,$1.50 /SF/Mo,14 083 SF,,Mark Cleverley,18672569,
Office,Cottonwood Plaza,350 N. Mitchell Street,Suite 360,Boise,,ID,83704,43 426 SF,7 897 SF,West Bench,Office Building,A,$1.08 /SF/Mo,20 000 SF,,Guy Levingston,18671331,
Office,Cole Professional Campus,2312 North Cole,Space 1,Boise,,ID,83704,4 750 SF,4 750 SF,West Bench,Office Building,B,$0.75 /SF/Mo,4 750 SF,,Rick McGraw,18633847,Now
Office,Cole Professional Campus,2312 North Cole,Space 2,Boise,,ID,83704,4 750 SF,800 SF,West Bench,Office Building,B,$0.75 /SF/Mo,800 SF,,Rick McGraw,18633847,Now
Industrial,361 N. Steelhead Way,361 N. Steelhead Way,Space 1,Boise,,ID,83704,31 500 SF,10 500 SF,West Bench,Warehouse,,$0.45 /SF/Mo,,,Steve Foster,18628701,
